Local;feridos;latitude;longitude
MARIALVA, PR - Rodovia: BR-376, KM 188;5;-23,46194276;-51,83596909
MARIALVA, PR - Rodovia: BR-376, KM 189;6;-23,46643501;-51,82808876
MARIALVA, PR - Rodovia: BR-376, KM 190;2;-23,4725366;-51,8198061
ARAPONGAS, PR - Rodovia: BR-369, KM 193;5;-23,47446;-51,42343
MARIALVA, PR - Rodovia: BR-376, KM 192;4;-23,48569118;-51,81994289
ARAPONGAS, PR - Rodovia: BR-369, KM 194;5;-23,48666757;-51,42386913
MARIALVA, PR - Rodovia: BR-376, KM 193;1;-23,4897419;-51,78941697
MARIALVA, PR - Rodovia: BR-376, KM 194;8;-23,49374863;-51,78148171
CONSELHEIRO MAIRINCK, PR - Rodovia: BR-153, KM 66;2;-23,49528219;-50,1077038
GUAPIRAMA, PR - Rodovia: BR-153, KM 66;0;-23,49567822;-50,10727197
MARIALVA, PR - Rodovia: BR-376, KM 195;3;-23,49621201;-51,80861592
APUCARANA, PR - Rodovia: BR-369, KM 195;0;-23,498;-51,423662
MARIALVA, PR - Rodovia: BR-376, KM 198;2;-23,49927854;-51,76866174
ARAPONGAS, PR - Rodovia: BR-369, KM 195;3;-23,49963572;-51,42367568
MARIALVA, PR - Rodovia: BR-376, KM 196;5;-23,50109711;-51,7834112
MARIALVA, PR - Rodovia: BR-376, KM 197;6;-23,50257988;-51,75323097
MARIALVA, PR - Rodovia: BR-376, KM 201;1;-23,50577543;-51,73886776
APUCARANA, PR - Rodovia: BR-369, KM 196;2;-23,506088;-51,425451
MARIALVA, PR - Rodovia: BR-376, KM 199;2;-23,50719669;-51,73201193
MARIALVA, PR - Rodovia: BR-376, KM 200;1;-23,50719669;-51,73201193
MANDAGUARI, PR - Rodovia: BR-376, KM 202;3;-23,50839246;-51,72672272
MANDAGUARI, PR - Rodovia: BR-376, KM 201;0;-23,50951388;-51,72140497
MANDAGUARI, PR - Rodovia: BR-376, KM 203;7;-23,50951388;-51,72140497
MANDAGUARI, PR - Rodovia: BR-376, KM 2;4;-23,51408967;-51,70016885
MANDAGUARI, PR - Rodovia: BR-376, KM 3;2;-23,51547589;-51,69393539
CONSELHEIRO MAIRINCK, PR - Rodovia: BR-153, KM 75;1;-23,515888;-50,114449
GUAPIRAMA, PR - Rodovia: BR-153, KM 61;3;-23,51658;-50,04014
MANDAGUARI, PR - Rodovia: BR-376, KM 200;0;-23,5167939;-51,6869355
APUCARANA, PR - Rodovia: BR-369, KM 198;11;-23,5175716;-51,428539
MANDAGUARI, PR - Rodovia: BR-376, KM 4;6;-23,52033899;-51,6800451
APUCARANA, PR - Rodovia: BR-369, KM 201;8;-23,52495922;-51,44416809
APUCARANA, PR - Rodovia: BR-369, KM 200;8;-23,52796934;-51,44682884
MANDAGUARI, PR - Rodovia: BR-376, KM 6;5;-23,52870265;-51,67568028
MANDAGUARI, PR - Rodovia: BR-376, KM 205;1;-23,53094005;-51,71865463
MANDAGUARI, PR - Rodovia: BR-376, KM 204;0;-23,53241554;-51,71645522
MANDAGUARI, PR - Rodovia: BR-376, KM 5;5;-23,53453131;-51,67270303
APUCARANA, PR - Rodovia: BR-369, KM 202;22;-23,54111078;-51,45659208
MANDAGUARI, PR - Rodovia: BR-376, KM 207;6;-23,54146487;-51,70179427
APUCARANA, PR - Rodovia: BR-369, KM 210;0;-23,54685;-51,45191
APUCARANA, PR - Rodovia: BR-376, KM 5;12;-23,54785753;-51,45117785
MANDAGUARI, PR - Rodovia: BR-376, KM 1;0;-23,547966;-51,671265
MANDAGUARI, PR - Rodovia: BR-376, KM 7;1;-23,547966;-51,671265
MANDAGUARI, PR - Rodovia: BR-376, KM 8;4;-23,547966;-51,671265
MANDAGUARI, PR - Rodovia: BR-376, KM 209;1;-23,54841;-51,68614
APUCARANA, PR - Rodovia: BR-376, KM 1;3;-23,5513;-51,461266
APUCARANA, PR - Rodovia: BR-376, KM 4;22;-23,5513;-51,461266
MANDAGUARI, PR - Rodovia: BR-376, KM 206;5;-23,561134;-51,66161
MANDAGUARI, PR - Rodovia: BR-376, KM 208;6;-23,561134;-51,66161
MANDAGUARI, PR - Rodovia: BR-376, KM 210;1;-23,561134;-51,66161
APUCARANA, PR - Rodovia: BR-376, KM 3;6;-23,56164211;-51,4345175
APUCARANA, PR - Rodovia: BR-369, KM 207;1;-23,56307347;-51,48891807
APUCARANA, PR - Rodovia: BR-369, KM 209;6;-23,563592;-51,493538
APUCARANA, PR - Rodovia: BR-369, KM 208;6;-23,56398713;-51,4925766
APUCARANA, PR - Rodovia: BR-376, KM 230;9;-23,564101;-51,5307394
APUCARANA, PR - Rodovia: BR-376, KM 229;7;-23,56497423;-51,54240131
APUCARANA, PR - Rodovia: BR-376, KM 2;5;-23,56569827;-51,43362164
MANDAGUARI, PR - Rodovia: BR-376, KM 213;1;-23,5664117;-51,65528476
APUCARANA, PR - Rodovia: BR-376, KM 233;1;-23,5677806;-51,5094375
APUCARANA, PR - Rodovia: BR-376, KM 231;5;-23,568266;-51,512928
APUCARANA, PR - Rodovia: BR-376, KM 232;6;-23,56902214;-51,5076828
CONSELHEIRO MAIRINCK, PR - Rodovia: BR-153, KM 76;2;-23,56986795;-50,14409606
MANDAGUARI, PR - Rodovia: BR-376, KM 212;3;-23,57210607;-51,65384839
APUCARANA, PR - Rodovia: BR-376, KM 234;1;-23,57498045;-51,49682129
APUCARANA, PR - Rodovia: BR-376, KM 228;2;-23,57667294;-51,55279908
CAMBIRA, PR - Rodovia: BR-376, KM 227;0;-23,57667294;-51,55279908
APUCARANA, PR - Rodovia: BR-376, KM 244;1;-23,58059159;-51,42316639
APUCARANA, PR - Rodovia: BR-376, KM 227;4;-23,58130179;-51,55578109
APUCARANA, PR - Rodovia: BR-376, KM 243;1;-23,58160884;-51,4217931
APUCARANA, PR - Rodovia: BR-376, KM 238;1;-23,5821404;-51,45390599
APUCARANA, PR - Rodovia: BR-376, KM 239;1;-23,58261216;-51,44500092
APUCARANA, PR - Rodovia: BR-376, KM 240;1;-23,58261216;-51,44500092
APUCARANA, PR - Rodovia: BR-376, KM 241;1;-23,5828209;-51,4454484
APUCARANA, PR - Rodovia: BR-376, KM 235;1;-23,58282811;-51,4867723
APUCARANA, PR - Rodovia: BR-376, KM 237;1;-23,58373109;-51,46335598
APUCARANA, PR - Rodovia: BR-376, KM 225;3;-23,58432313;-51,55786688
APUCARANA, PR - Rodovia: BR-376, KM 236;3;-23,58521682;-51,47297601
APUCARANA, PR - Rodovia: BR-376, KM 226;2;-23,58532;-51,56024
JANDAIA DO SUL, PR - Rodovia: BR-376, KM 216;7;-23,58849168;-51,64570391
JANDAIA DO SUL, PR - Rodovia: BR-369, KM 227;3;-23,58876698;-51,64621353
CAMBIRA, PR - Rodovia: BR-376, KM 225;2;-23,58952;-51,57434
JANDAIA DO SUL, PR - Rodovia: BR-376, KM 214;4;-23,58980921;-51,64667048
APUCARANA, PR - Rodovia: BR-376, KM 246;3;-23,5916829;-51,4110111
CAMBIRA, PR - Rodovia: BR-376, KM 224;4;-23,59421176;-51,57882839
JANDAIA DO SUL, PR - Rodovia: BR-376, KM 217;9;-23,59535254;-51,64132884
APUCARANA, PR - Rodovia: BR-376, KM 247;2;-23,59589079;-51,41132176
CAMBIRA, PR - Rodovia: BR-376, KM 223;2;-23,59676737;-51,58132214
JANDAIA DO SUL, PR - Rodovia: BR-376, KM 218;2;-23,5977305;-51,63287
JANDAIA DO SUL, PR - Rodovia: BR-376, KM 220;2;-23,59805329;-51,60575514
JANDAIA DO SUL, PR - Rodovia: BR-376, KM 219;3;-23,59870711;-51,62554979
APUCARANA, PR - Rodovia: BR-369, KM 199;6;-23,599537;-51,4100426
JANDAIA DO SUL, PR - Rodovia: BR-369, KM 230;8;-23,60219728;-51,66610479
CAMBIRA, PR - Rodovia: BR-376, KM 221;9;-23,60241541;-51,59826198
CAMBIRA, PR - Rodovia: BR-376, KM 222;3;-23,6025168;-51,59917831
APUCARANA, PR - Rodovia: BR-376, KM 245;18;-23,60491501;-51,40907589
JANDAIA DO SUL, PR - Rodovia: BR-369, KM 232;1;-23,6057103;-51,6652894
APUCARANA, PR - Rodovia: BR-376, KM 248;1;-23,62178992;-51,38837894
JANDAIA DO SUL, PR - Rodovia: BR-369, KM 233;1;-23,62570682;-51,66954875
JANDAIA DO SUL, PR - Rodovia: BR-369, KM 231;0;-23,62966855;-51,67319119
CALIFORNIA, PR - Rodovia: BR-376, KM 253;2;-23,630501;-51,377894
APUCARANA, PR - Rodovia: BR-376, KM 250;13;-23,63346001;-51,37800479
CONSELHEIRO MAIRINCK, PR - Rodovia: BR-153, KM 85;6;-23,64811606;-50,15257203
CALIFORNIA, PR - Rodovia: BR-376, KM 254;0;-23,64884852;-51,37463048
CALIFORNIA, PR - Rodovia: BR-376, KM 255;0;-23,64969371;-51,37406588
APUCARANA, PR - Rodovia: BR-376, KM 252;5;-23,650385;-51,37400796
JANDAIA DO SUL, PR - Rodovia: BR-369, KM 234;5;-23,65251917;-51,68210149
CALIFORNIA, PR - Rodovia: BR-376, KM 256;1;-23,65855807;-51,37207031
CONSELHEIRO MAIRINCK, PR - Rodovia: BR-153, KM 86;0;-23,6586334;-50,1532983
JANDAIA DO SUL, PR - Rodovia: BR-369, KM 235;1;-23,65960465;-51,69020084
CALIFORNIA, PR - Rodovia: BR-376, KM 257;3;-23,65961939;-51,69011593
JANDAIA DO SUL, PR - Rodovia: BR-369, KM 237;1;-23,661762;-51,691927
BOM SUCESSO, PR - Rodovia: BR-369, KM 237;3;-23,66189924;-51,69191209
JANDAIA DO SUL, PR - Rodovia: BR-369, KM 236;3;-23,66190999;-51,69188619
JANDAIA DO SUL, PR - Rodovia: BR-369, KM 238;10;-23,661958;-51,692011
JANDAIA DO SUL, PR - Rodovia: BR-369, KM 239;8;-23,67364516;-51,69390668
CALIFORNIA, PR - Rodovia: BR-376, KM 259;1;-23,69735157;-51,33633782
CALIFORNIA, PR - Rodovia: BR-376, KM 260;0;-23,69735157;-51,33633782
CALIFORNIA, PR - Rodovia: BR-376, KM 263;0;-23,69822425;-51,33524315
BOM SUCESSO, PR - Rodovia: BR-369, KM 244;0;-23,701088;-51,720246
CALIFORNIA, PR - Rodovia: BR-376, KM 262;1;-23,701379;-51,333416
JANDAIA DO SUL, PR - Rodovia: BR-369, KM 240;2;-23,7016476;-51,6477013
BOM SUCESSO, PR - Rodovia: BR-369, KM 245;3;-23,70379425;-51,72981262
BOM SUCESSO, PR - Rodovia: BR-369, KM 248;5;-23,70472;-51,73638
CALIFORNIA, PR - Rodovia: BR-376, KM 265;2;-23,711435;-51,321539
JAPIRA, PR - Rodovia: BR-153, KM 94;1;-23,71672652;-50,1778051
MARILANDIA DO SUL, PR - Rodovia: BR-376, KM 267;5;-23,72092567;-51,30271912
JAPIRA, PR - Rodovia: BR-153, KM 98;3;-23,73137631;-50,17979622
MARILANDIA DO SUL, PR - Rodovia: BR-376, KM 266;3;-23,73390825;-51,28327917
MARILANDIA DO SUL, PR - Rodovia: BR-376, KM 271;0;-23,7423091;-51,2749806
MARILANDIA DO SUL, PR - Rodovia: BR-376, KM 269;0;-23,75676308;-51,27151584
MARILANDIA DO SUL, PR - Rodovia: BR-376, KM 272;2;-23,76429425;-51,27141774
JAPIRA, PR - Rodovia: BR-153, KM 99;0;-23,76531544;-50,18769264
MARILANDIA DO SUL, PR - Rodovia: BR-376, KM 274;1;-23,77500889;-51,26825035
MARILANDIA DO SUL, PR - Rodovia: BR-376, KM 282;0;-23,77837599;-51,26660585
IBAITI, PR - Rodovia: BR-153, KM 103;0;-23,78980606;-50,18764213
IBAITI, PR - Rodovia: BR-153, KM 104;1;-23,79674793;-50,18137692
CRUZEIRO DO OESTE, PR - Rodovia: BR-487, KM 118;1;-23,81267;-53,00354
IBAITI, PR - Rodovia: BR-153, KM 106;3;-23,814184;-50,179108
MARILANDIA DO SUL, PR - Rodovia: BR-376, KM 280;1;-23,815277;-51,266109
IBAITI, PR - Rodovia: BR-153, KM 100;1;-23,81704937;-50,18051853
MARILANDIA DO SUL, PR - Rodovia: BR-376, KM 276;7;-23,81731801;-51,26661297
IBAITI, PR - Rodovia: BR-153, KM 105;2;-23,82153383;-50,18318653
MARILANDIA DO SUL, PR - Rodovia: BR-376, KM 281;2;-23,82931757;-51,26512796
IBAITI, PR - Rodovia: BR-153, KM 108;4;-23,83488458;-50,19043294
IBAITI, PR - Rodovia: BR-153, KM 107;5;-23,838009;-50,193119
MARILANDIA DO SUL, PR - Rodovia: BR-376, KM 283;3;-23,844998;-51,256663
IBAITI, PR - Rodovia: BR-153, KM 102;2;-23,84908;-50,1882
MARILANDIA DO SUL, PR - Rodovia: BR-376, KM 284;1;-23,85334305;-51,25684261
IBAITI, PR - Rodovia: BR-153, KM 110;0;-23,855504;-50,193796
IBAITI, PR - Rodovia: BR-153, KM 111;1;-23,86125206;-50,19948581
TUNEIRAS DO OESTE, PR - Rodovia: BR-487, KM 126;5;-23,86957;-52,868519
IBAITI, PR - Rodovia: BR-153, KM 112;2;-23,87111212;-50,20265752
MAUA DA SERRA, PR - Rodovia: BR-376, KM 293;5;-23,90340025;-51,21528625
MAUA DA SERRA, PR - Rodovia: BR-376, KM 290;3;-23,9054437;-51,20205298
MAUA DA SERRA, PR - Rodovia: BR-376, KM 291;1;-23,907572;-51,192665
MAUA DA SERRA, PR - Rodovia: BR-376, KM 296;2;-23,90882038;-51,18905783
IBAITI, PR - Rodovia: BR-153, KM 118;1;-23,91126713;-50,21127388
MAUA DA SERRA, PR - Rodovia: BR-376, KM 292;4;-23,91151143;-51,18467934
TUNEIRAS DO OESTE, PR - Rodovia: BR-487, KM 140;1;-23,91540319;-52,74029707
MAUA DA SERRA, PR - Rodovia: BR-376, KM 298;1;-23,92917082;-51,17144108
PEABIRU, PR - Rodovia: BR-158, KM 200;1;-23,93182;-52,34548
MAUA DA SERRA, PR - Rodovia: BR-376, KM 300;5;-23,9348844;-51,1614609
MAUA DA SERRA, PR - Rodovia: BR-376, KM 305;2;-23,93542732;-51,12587839
MAUA DA SERRA, PR - Rodovia: BR-376, KM 301;2;-23,93552675;-51,12538776
MAUA DA SERRA, PR - Rodovia: BR-376, KM 303;5;-23,935582;-51,14469677
PEABIRU, PR - Rodovia: BR-158, KM 201;3;-23,93609814;-52,34636933
MAUA DA SERRA, PR - Rodovia: BR-376, KM 299;1;-23,93672399;-51,14431015
PEABIRU, PR - Rodovia: BR-158, KM 202;11;-23,94044799;-52,34693527
MAUA DA SERRA, PR - Rodovia: BR-376, KM 306;1;-23,941523;-51,121241
MAUA DA SERRA, PR - Rodovia: BR-376, KM 302;3;-23,94255214;-51,12285589
MAUA DA SERRA, PR - Rodovia: BR-376, KM 307;1;-23,950737;-51,118644
MAUA DA SERRA, PR - Rodovia: BR-376, KM 304;6;-23,952969;-51,114033
PEABIRU, PR - Rodovia: BR-158, KM 203;1;-23,95339101;-52,34974623
ORTIGUEIRA, PR - Rodovia: BR-376, KM 309;4;-23,95566571;-51,11384869
IBAITI, PR - Rodovia: BR-153, KM 125;1;-23,95615418;-50,23736625
VENTANIA, PR - Rodovia: BR-153, KM 137;0;-23,96190132;-50,23742415
CAMPO MOURAO, PR - Rodovia: BR-158, KM 207;4;-23,96405822;-52,35197783
ARARUNA, PR - Rodovia: BR-487, KM 159;2;-23,96854838;-52,56915092
MAUA DA SERRA, PR - Rodovia: BR-376, KM 310;0;-23,97134;-51,11029
ORTIGUEIRA, PR - Rodovia: BR-376, KM 311;0;-23,97832718;-51,09548
MAUA DA SERRA, PR - Rodovia: BR-376, KM 308;6;-23,97857518;-51,09540715
CAMPO MOURAO, PR - Rodovia: BR-158, KM 206;3;-23,97881;-52,35526
PEABIRU, PR - Rodovia: BR-158, KM 204;4;-23,97886143;-52,35512137
ARARUNA, PR - Rodovia: BR-487, KM 172;2;-23,97935158;-52,53739357
ORTIGUEIRA, PR - Rodovia: BR-376, KM 310;1;-23,97981536;-51,08609019
ORTIGUEIRA, PR - Rodovia: BR-376, KM 315;2;-23,99357161;-51,08774165
ORTIGUEIRA, PR - Rodovia: BR-376, KM 312;2;-23,99593249;-51,08635604
CAMPO MOURAO, PR - Rodovia: BR-158, KM 1;4;-23,99752;-52,35904
CAMPO MOURAO, PR - Rodovia: BR-158, KM 220;2;-24,00196989;-52,32545676
CAMPO MOURAO, PR - Rodovia: BR-158, KM 2;1;-24,00229;-52,35997
ORTIGUEIRA, PR - Rodovia: BR-376, KM 313;3;-24,00368888;-51,0873362
ORTIGUEIRA, PR - Rodovia: BR-376, KM 316;1;-24,00663;-51,08933
ORTIGUEIRA, PR - Rodovia: BR-376, KM 318;3;-24,01385299;-51,08618975
MAUA DA SERRA, PR - Rodovia: BR-376, KM 314;0;-24,0189474;-51,09284357
ORTIGUEIRA, PR - Rodovia: BR-376, KM 314;7;-24,0189474;-51,09284357
CAMPO MOURAO, PR - Rodovia: BR-158, KM 3;9;-24,02038;-52,36375
CAMPO MOURAO, PR - Rodovia: BR-158, KM 4;5;-24,02304;-52,36433
CAMPO MOURAO, PR - Rodovia: BR-158, KM 5;1;-24,02748;-52,36519
CAMPO MOURAO, PR - Rodovia: BR-487, KM 177;5;-24,034819;-52,417782
CAMPO MOURAO, PR - Rodovia: BR-158, KM 211;2;-24,03612;-52,31586
ORTIGUEIRA, PR - Rodovia: BR-376, KM 317;3;-24,03662181;-51,08398691
VENTANIA, PR - Rodovia: BR-153, KM 135;3;-24,042482;-50,250282
CAMPO MOURAO, PR - Rodovia: BR-487, KM 178;0;-24,043186;-52,400478
CAMPO MOURAO, PR - Rodovia: BR-487, KM 193;12;-24,0437598;-52,39980161
ORTIGUEIRA, PR - Rodovia: BR-376, KM 323;3;-24,04442279;-51,07796073
CAMPO MOURAO, PR - Rodovia: BR-272, KM 361;10;-24,046;-52,3838
CAMPO MOURAO, PR - Rodovia: BR-487, KM 194;1;-24,046;-52,3838
CAMPO MOURAO, PR - Rodovia: BR-487, KM 196;1;-24,046;-52,3838
GUAIRA, PR - Rodovia: BR-163, KM 353;1;-24,04602402;-54,27066218
CAMPO MOURAO, PR - Rodovia: BR-272, KM 366;4;-24,04638081;-52,39456989
CAMPO MOURAO, PR - Rodovia: BR-487, KM 190;3;-24,04746;-52,39287
VENTANIA, PR - Rodovia: BR-153, KM 136;1;-24,04805819;-50,24742694
CAMPO MOURAO, PR - Rodovia: BR-272, KM 364;7;-24,04919846;-52,39860903
CAMPO MOURAO, PR - Rodovia: BR-272, KM 363;12;-24,04959924;-52,39894867
CAMPO MOURAO, PR - Rodovia: BR-272, KM 367;3;-24,05063682;-52,40169964
CAMPO MOURAO, PR - Rodovia: BR-272, KM 362;10;-24,05145045;-52,40401268
ARARUNA, PR - Rodovia: BR-272, KM 382;1;-24,05352;-52,53786
CAMPO MOURAO, PR - Rodovia: BR-272, KM 369;0;-24,05475193;-52,41061403
CAMPO MOURAO, PR - Rodovia: BR-272, KM 370;4;-24,05649649;-52,41439819
CAMPO MOURAO, PR - Rodovia: BR-369, KM 4;2;-24,05693;-52,38203
CAMPO MOURAO, PR - Rodovia: BR-369, KM 3;0;-24,06025847;-52,38730788
GUAIRA, PR - Rodovia: BR-163, KM 350;0;-24,06151244;-54,25666809
FAROL, PR - Rodovia: BR-272, KM 385;2;-24,062119;-52,562434
CAMPO MOURAO, PR - Rodovia: BR-272, KM 376;1;-24,06221556;-52,48333492
FRANCISCO ALVES, PR - Rodovia: BR-272, KM 526;2;-24,062799;-53,833904
CAMPO MOURAO, PR - Rodovia: BR-272, KM 375;1;-24,062992;-52,472264
CAMPO MOURAO, PR - Rodovia: BR-272, KM 374;0;-24,06323;-52,47056
FRANCISCO ALVES, PR - Rodovia: BR-272, KM 528;0;-24,06456;-53,8435
ORTIGUEIRA, PR - Rodovia: BR-376, KM 327;4;-24,064722;-51,063057
GUAIRA, PR - Rodovia: BR-163, KM 352;3;-24,0657445;-54,25254822
CAMPO MOURAO, PR - Rodovia: BR-272, KM 371;0;-24,06673676;-52,43681411
CAMPO MOURAO, PR - Rodovia: BR-272, KM 373;0;-24,06731;-52,456834
ORTIGUEIRA, PR - Rodovia: BR-376, KM 322;9;-24,0677081;-51,0634941
TERRA ROXA, PR - Rodovia: BR-272, KM 548;1;-24,06976446;-54,04206999
VENTANIA, PR - Rodovia: BR-153, KM 139;1;-24,07168926;-50,25237719
ORTIGUEIRA, PR - Rodovia: BR-376, KM 326;3;-24,07180335;-51,05850935
ORTIGUEIRA, PR - Rodovia: BR-376, KM 324;1;-24,07279762;-51,05872393
CAMPO MOURAO, PR - Rodovia: BR-487, KM 195;0;-24,07562275;-52,36462981
VENTANIA, PR - Rodovia: BR-153, KM 140;2;-24,07981117;-50,24907123
TERRA ROXA, PR - Rodovia: BR-272, KM 541;0;-24,08091802;-54,06470239
GUAIRA, PR - Rodovia: BR-272, KM 558;0;-24,0811;-54,16365
TERRA ROXA, PR - Rodovia: BR-272, KM 549;1;-24,08268602;-54,1042918
TERRA ROXA, PR - Rodovia: BR-272, KM 543;2;-24,083958;-54,086571
TERRA ROXA, PR - Rodovia: BR-272, KM 551;6;-24,0852786;-54,11595605
TERRA ROXA, PR - Rodovia: BR-272, KM 552;1;-24,08529;-54,12068
CAMPO MOURAO, PR - Rodovia: BR-369, KM 361;1;-24,0874;-52,4179
FAROL, PR - Rodovia: BR-272, KM 392;1;-24,0887984;-52,62098378
GUAIRA, PR - Rodovia: BR-272, KM 560;0;-24,09323;-54,19674
CAMPO MOURAO, PR - Rodovia: BR-487, KM 198;1;-24,09748047;-52,3471874
ORTIGUEIRA, PR - Rodovia: BR-376, KM 331;3;-24,09955711;-51,0420004
GUAIRA, PR - Rodovia: BR-272, KM 563;2;-24,0999;-54,2218
CAMPO MOURAO, PR - Rodovia: BR-487, KM 199;1;-24,10423804;-52,32760727
GUAIRA, PR - Rodovia: BR-272, KM 566;0;-24,10554511;-54,26346097
GUAIRA, PR - Rodovia: BR-163, KM 345;0;-24,10668635;-54,23885822
VENTANIA, PR - Rodovia: BR-153, KM 142;0;-24,1142589;-50,24419703
GUAIRA, PR - Rodovia: BR-163, KM 343;1;-24,12092478;-54,23980571
ORTIGUEIRA, PR - Rodovia: BR-376, KM 336;7;-24,12168856;-51,02027178
VENTANIA, PR - Rodovia: BR-153, KM 147;2;-24,125784;-50,237147
ORTIGUEIRA, PR - Rodovia: BR-376, KM 335;1;-24,12591863;-51,01851895
VENTANIA, PR - Rodovia: BR-153, KM 146;0;-24,1275881;-50,23652402
ORTIGUEIRA, PR - Rodovia: BR-376, KM 337;0;-24,129189;-51,01322997
JANIOPOLIS, PR - Rodovia: BR-272, KM 406;2;-24,130026;-52,770565
ORTIGUEIRA, PR - Rodovia: BR-376, KM 332;0;-24,13003929;-51,01237231
JANIOPOLIS, PR - Rodovia: BR-272, KM 411;4;-24,13187;-52,80682
ORTIGUEIRA, PR - Rodovia: BR-376, KM 338;2;-24,13376641;-51,00488663
CAMPO MOURAO, PR - Rodovia: BR-369, KM 368;7;-24,13706213;-52,44084729
CAMPO MOURAO, PR - Rodovia: BR-369, KM 370;1;-24,13815273;-52,46595562
CAMPO MOURAO, PR - Rodovia: BR-487, KM 192;5;-24,13857;-52,8552
CAMPO MOURAO, PR - Rodovia: BR-487, KM 204;2;-24,13931;-52,3129
GUAIRA, PR - Rodovia: BR-163, KM 337;1;-24,13966539;-54,24071431
ORTIGUEIRA, PR - Rodovia: BR-376, KM 339;4;-24,1398612;-51,0059166
CAMPO MOURAO, PR - Rodovia: BR-369, KM 371;2;-24,1418;-52,4522
GUAIRA, PR - Rodovia: BR-163, KM 340;1;-24,14720577;-54,23877977
ORTIGUEIRA, PR - Rodovia: BR-376, KM 340;2;-24,14800672;-50,98617554
ORTIGUEIRA, PR - Rodovia: BR-376, KM 342;0;-24,15049335;-50,97746003
CAMPO MOURAO, PR - Rodovia: BR-369, KM 373;10;-24,16314112;-52,48265505
ORTIGUEIRA, PR - Rodovia: BR-376, KM 345;3;-24,1736663;-50,9655612
VENTANIA, PR - Rodovia: BR-153, KM 155;0;-24,19459412;-50,21247679
ORTIGUEIRA, PR - Rodovia: BR-376, KM 343;1;-24,19556913;-50,95456314
ORTIGUEIRA, PR - Rodovia: BR-376, KM 344;2;-24,19556913;-50,95456314
CAMPO MOURAO, PR - Rodovia: BR-369, KM 378;0;-24,1971505;-52,50088963
ORTIGUEIRA, PR - Rodovia: BR-376, KM 348;0;-24,19788668;-50,95218658
GUAIRA, PR - Rodovia: BR-163, KM 334;0;-24,19887508;-54,20202345
GUAIRA, PR - Rodovia: BR-163, KM 329;0;-24,19982922;-54,20176595
ORTIGUEIRA, PR - Rodovia: BR-376, KM 347;1;-24,20079803;-50,9485817
TERRA ROXA, PR - Rodovia: BR-163, KM 334;0;-24,2025;-54,20095
ORTIGUEIRA, PR - Rodovia: BR-376, KM 350;1;-24,20869281;-50,94256374
MAMBORE, PR - Rodovia: BR-369, KM 380;2;-24,2108331;-52,50546455
ORTIGUEIRA, PR - Rodovia: BR-376, KM 351;4;-24,21305431;-50,9399879
GUAIRA, PR - Rodovia: BR-163, KM 342;0;-24,21375699;-54,19958751
GUAIRA, PR - Rodovia: BR-163, KM 344;1;-24,21375699;-54,19958751
GUAIRA, PR - Rodovia: BR-163, KM 351;1;-24,21375699;-54,19958751
ORTIGUEIRA, PR - Rodovia: BR-376, KM 346;13;-24,21686179;-50,9366528
MAMBORE, PR - Rodovia: BR-369, KM 381;1;-24,22067661;-52,51335696
ORTIGUEIRA, PR - Rodovia: BR-376, KM 354;5;-24,22970156;-50,92508107
VENTANIA, PR - Rodovia: BR-153, KM 161;1;-24,23261289;-50,23123131
MAMBORE, PR - Rodovia: BR-369, KM 384;0;-24,2417;-52,522
ORTIGUEIRA, PR - Rodovia: BR-376, KM 356;1;-24,2475515;-50,90563416
ORTIGUEIRA, PR - Rodovia: BR-376, KM 352;7;-24,24967008;-50,90424011
ORTIGUEIRA, PR - Rodovia: BR-376, KM 358;1;-24,25885937;-50,89553833
ORTIGUEIRA, PR - Rodovia: BR-376, KM 353;1;-24,26411094;-50,89419525
LUIZIANA, PR - Rodovia: BR-487, KM 214;0;-24,26684079;-52,20312059
ORTIGUEIRA, PR - Rodovia: BR-376, KM 359;2;-24,26981414;-50,89159012
GUAIRA, PR - Rodovia: BR-163, KM 326;0;-24,2709;-54,1799
MAMBORE, PR - Rodovia: BR-369, KM 388;1;-24,2731;-52,5121
MAMBORE, PR - Rodovia: BR-369, KM 389;0;-24,27674;-52,51793
ORTIGUEIRA, PR - Rodovia: BR-376, KM 361;0;-24,27675;-50,88592
MAMBORE, PR - Rodovia: BR-369, KM 391;2;-24,28191;-52,54576
MAMBORE, PR - Rodovia: BR-369, KM 402;1;-24,28323244;-52,54874468
MAMBORE, PR - Rodovia: BR-369, KM 393;1;-24,28532;-52,55431
ORTIGUEIRA, PR - Rodovia: BR-376, KM 364;0;-24,29784231;-50,87219775
MAMBORE, PR - Rodovia: BR-369, KM 398;0;-24,3024;-52,5922
ORTIGUEIRA, PR - Rodovia: BR-376, KM 360;3;-24,30915407;-50,86752511
GUAIRA, PR - Rodovia: BR-163, KM 320;2;-24,30924348;-54,15889705
GUAIRA, PR - Rodovia: BR-163, KM 324;3;-24,30956598;-54,1588218
ORTIGUEIRA, PR - Rodovia: BR-376, KM 366;3;-24,31532499;-50,86102366
MAMBORE, PR - Rodovia: BR-369, KM 401;0;-24,31894;-52,62705
MAMBORE, PR - Rodovia: BR-369, KM 403;29;-24,3211;-52,6431
MAMBORE, PR - Rodovia: BR-369, KM 409;1;-24,3366;-52,6979
JURANDA, PR - Rodovia: BR-369, KM 411;1;-24,3419;-52,7176
